names,klass,batch
image (39).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (1095).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (2758).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (849).jpg,Corn___healthy,batch_0001
image (1437).JPG,Tomato___healthy,batch_0001
image (2).JPG,Tomato___Late_blight,batch_0001
image (931).JPG,Grape___Black_rot,batch_0001
image (369).JPG,Peach___Bacterial_spot,batch_0001
image (507).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (976).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (673).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (1028).jpg,Background_without_leaves,batch_0001
image (429).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (123).JPG,Tomato___Bacterial_spot,batch_0001
image (943).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1357).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1124).JPG,Corn___Common_rust,batch_0001
image (327).JPG,Corn___Common_rust,batch_0001
image (99).JPG,Blueberry___healthy,batch_0001
image (395).JPG,"Pepper,_bell___healthy",batch_0001
image (488).JPG,Tomato___Target_Spot,batch_0001
image (1000).JPG,Potato___Late_blight,batch_0001
image (3571).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (3922).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (534).JPG,Blueberry___healthy,batch_0001
image (52).JPG,"Pepper,_bell___healthy",batch_0001
image (1012).JPG,Tomato___Bacterial_spot,batch_0001
image (2278).JPG,Peach___Bacterial_spot,batch_0001
image (596).JPG,Grape___Esca_(Black_Measles),batch_0001
image (86).JPG,Tomato___Late_blight,batch_0001
image (5233).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (469).jpg,Background_without_leaves,batch_0001
image (153).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (247).JPG,Grape___healthy,batch_0001
image (1516).JPG,Peach___Bacterial_spot,batch_0001
image (1088).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (467).JPG,Apple___Black_rot,batch_0001
image (4024).JPG,Soybean___healthy,batch_0001
image (2285).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1773).JPG,Squash___Powdery_mildew,batch_0001
image (573).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (1069).JPG,"Pepper,_bell___healthy",batch_0001
image (824).JPG,Tomato___Leaf_Mold,batch_0001
image (939).JPG,Tomato___Leaf_Mold,batch_0001
image (4213).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (721).JPG,Strawberry___Leaf_scorch,batch_0001
image (127).JPG,Apple___Black_rot,batch_0001
image (322).JPG,Tomato___Leaf_Mold,batch_0001
image (366).JPG,Tomato___healthy,batch_0001
image (361).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (157).jpg,Corn___healthy,batch_0001
image (2615).JPG,Soybean___healthy,batch_0001
image (122).JPG,Tomato___Leaf_Mold,batch_0001
image (121).JPG,Grape___healthy,batch_0001
image (994).JPG,Tomato___Bacterial_spot,batch_0001
image (473).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (1921).JPG,Soybean___healthy,batch_0001
image (1151).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (240).JPG,Tomato___Late_blight,batch_0001
image (721).JPG,"Pepper,_bell___healthy",batch_0001
image (738).JPG,"Pepper,_bell___healthy",batch_0001
image (290).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (244).jpg,Background_without_leaves,batch_0001
image (945).JPG,Tomato___Bacterial_spot,batch_0001
image (754).jpg,Background_without_leaves,batch_0001
image (2452).JPG,Soybean___healthy,batch_0001
image (989).JPG,Tomato___healthy,batch_0001
image (371).JPG,Cherry___healthy,batch_0001
image (3517).JPG,Soybean___healthy,batch_0001
image (2703).JPG,Soybean___healthy,batch_0001
image (3299).JPG,Soybean___healthy,batch_0001
image (867).JPG,Squash___Powdery_mildew,batch_0001
image (860).JPG,Soybean___healthy,batch_0001
image (452).jpg,Corn___healthy,batch_0001
image (1752).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (329).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (163).JPG,"Pepper,_bell___healthy",batch_0001
image (479).JPG,Soybean___healthy,batch_0001
image (1273).JPG,Squash___Powdery_mildew,batch_0001
image (843).JPG,Squash___Powdery_mildew,batch_0001
image (609).JPG,Grape___Black_rot,batch_0001
image (125).JPG,"Pepper,_bell___healthy",batch_0001
image (158).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0001
image (3057).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (713).JPG,Potato___Late_blight,batch_0001
image (176).JPG,Cherry___Powdery_mildew,batch_0001
image (1793).JPG,Squash___Powdery_mildew,batch_0001
image (563).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (129).JPG,Tomato___Bacterial_spot,batch_0001
image (258).JPG,Squash___Powdery_mildew,batch_0001
image (589).JPG,Cherry___healthy,batch_0001
image (4308).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (252).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (114).JPG,Strawberry___Leaf_scorch,batch_0001
image (902).jpg,Corn___healthy,batch_0001
image (2550).JPG,Soybean___healthy,batch_0001
image (292).JPG,Raspberry___healthy,batch_0001
image (410).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (796).JPG,Potato___Late_blight,batch_0001
image (617).JPG,Tomato___Leaf_Mold,batch_0001
image (2090).JPG,Soybean___healthy,batch_0001
image (636).JPG,Tomato___Early_blight,batch_0001
image (852).JPG,Potato___Late_blight,batch_0001
image (961).JPG,Strawberry___Leaf_scorch,batch_0001
image (610).JPG,Potato___Early_blight,batch_0001
image (286).JPG,Raspberry___healthy,batch_0001
image (552).JPG,Grape___Esca_(Black_Measles),batch_0001
image (467).JPG,Strawberry___Leaf_scorch,batch_0001
image (388).JPG,Apple___Black_rot,batch_0001
image (1019).JPG,Grape___Esca_(Black_Measles),batch_0001
image (882).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (1579).JPG,Apple___healthy,batch_0001
image (181).JPG,Tomato___Early_blight,batch_0001
image (78).JPG,Tomato___Bacterial_spot,batch_0001
image (192).JPG,Cherry___Powdery_mildew,batch_0001
image (702).jpg,Background_without_leaves,batch_0001
image (541).JPG,Squash___Powdery_mildew,batch_0001
image (1071).JPG,Tomato___healthy,batch_0001
image (2218).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1528).JPG,Peach___Bacterial_spot,batch_0001
image (264).JPG,Grape___Esca_(Black_Measles),batch_0001
image (157).JPG,Tomato___healthy,batch_0001
image (335).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (981).jpg,Corn___healthy,batch_0001
image (60).JPG,Tomato___Leaf_Mold,batch_0001
image (2141).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (533).JPG,"Pepper,_bell___healthy",batch_0001
image (383).JPG,Strawberry___Leaf_scorch,batch_0001
image (165).jpg,Corn___healthy,batch_0001
image (122).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (3521).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1095).JPG,Tomato___Target_Spot,batch_0001
image (162).JPG,Potato___Early_blight,batch_0001
image (1129).JPG,Tomato___Late_blight,batch_0001
image (4052).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (296).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (58).JPG,Raspberry___healthy,batch_0001
image (4601).JPG,Soybean___healthy,batch_0001
image (266).JPG,Grape___Esca_(Black_Measles),batch_0001
image (188).JPG,Potato___Early_blight,batch_0001
image (664).JPG,Cherry___Powdery_mildew,batch_0001
image (1683).JPG,Tomato___Bacterial_spot,batch_0001
image (756).JPG,Corn___Common_rust,batch_0001
image (869).JPG,Blueberry___healthy,batch_0001
image (4810).JPG,Soybean___healthy,batch_0001
image (522).JPG,Tomato___healthy,batch_0001
image (3235).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4147).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (4809).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1198).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (297).JPG,Potato___Early_blight,batch_0001
image (422).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (1098).JPG,Tomato___healthy,batch_0001
image (536).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (4489).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (725).JPG,Tomato___healthy,batch_0001
image (1183).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (807).JPG,"Pepper,_bell___healthy",batch_0001
image (22).JPG,"Pepper,_bell___healthy",batch_0001
image (3979).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (651).JPG,Tomato___Leaf_Mold,batch_0001
image (159).jpg,Corn___healthy,batch_0001
image (1252).JPG,Tomato___Target_Spot,batch_0001
image (885).JPG,Peach___Bacterial_spot,batch_0001
image (334).JPG,Tomato___Leaf_Mold,batch_0001
image (667).jpg,Corn___healthy,batch_0001
image (175).JPG,Peach___Bacterial_spot,batch_0001
image (498).JPG,Apple___Black_rot,batch_0001
image (1372).JPG,Soybean___healthy,batch_0001
image (899).JPG,Peach___Bacterial_spot,batch_0001
image (1078).JPG,Apple___healthy,batch_0001
image (4757).JPG,Soybean___healthy,batch_0001
image (792).JPG,"Pepper,_bell___healthy",batch_0001
image (1316).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (3522).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (325).JPG,Grape___healthy,batch_0001
image (994).JPG,Tomato___Early_blight,batch_0001
image (40).JPG,Apple___Black_rot,batch_0001
image (631).JPG,Tomato___Leaf_Mold,batch_0001
image (707).JPG,Cherry___Powdery_mildew,batch_0001
image (579).JPG,Apple___Apple_scab,batch_0001
image (2092).JPG,Tomato___Bacterial_spot,batch_0001
image (468).JPG,Grape___Black_rot,batch_0001
image (2923).JPG,Soybean___healthy,batch_0001
image (909).JPG,Tomato___Leaf_Mold,batch_0001
image (3908).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (592).JPG,Apple___Apple_scab,batch_0001
image (296).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (302).JPG,Tomato___Tomato_mosaic_virus,batch_0001
image (307).JPG,Raspberry___healthy,batch_0001
image (357).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (1919).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1472).JPG,Tomato___Late_blight,batch_0001
image (1174).JPG,"Pepper,_bell___healthy",batch_0001
image (1544).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (5213).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1009).JPG,Grape___Esca_(Black_Measles),batch_0001
image (310).JPG,Strawberry___healthy,batch_0001
image (1626).JPG,Squash___Powdery_mildew,batch_0001
image (582).JPG,Strawberry___Leaf_scorch,batch_0001
image (4332).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (3229).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (403).JPG,Potato___Early_blight,batch_0001
image (1187).JPG,Squash___Powdery_mildew,batch_0001
image (241).JPG,Cherry___healthy,batch_0001
image (972).JPG,Squash___Powdery_mildew,batch_0001
image (795).JPG,Squash___Powdery_mildew,batch_0001
image (46).JPG,Apple___Apple_scab,batch_0001
image (436).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (1093).JPG,Peach___Bacterial_spot,batch_0001
image (3192).JPG,Soybean___healthy,batch_0001
image (390).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (410).JPG,Potato___Early_blight,batch_0001
image (1022).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1588).JPG,Tomato___healthy,batch_0001
image (5081).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (650).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (158).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (114).JPG,Tomato___Early_blight,batch_0001
image (199).JPG,Potato___Late_blight,batch_0001
image (820).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (153).JPG,Tomato___Bacterial_spot,batch_0001
image (39).JPG,Apple___healthy,batch_0001
image (663).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (878).JPG,Grape___Black_rot,batch_0001
image (576).JPG,Apple___healthy,batch_0001
image (598).JPG,Tomato___Late_blight,batch_0001
image (4830).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (44).JPG,Apple___Black_rot,batch_0001
image (1825).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (5309).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1325).JPG,Blueberry___healthy,batch_0001
image (2174).JPG,Peach___Bacterial_spot,batch_0001
image (504).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (866).JPG,Peach___Bacterial_spot,batch_0001
image (1376).JPG,Apple___healthy,batch_0001
image (248).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (765).JPG,Grape___Esca_(Black_Measles),batch_0001
image (515).JPG,Soybean___healthy,batch_0001
image (375).JPG,Potato___Early_blight,batch_0001
image (3943).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (737).JPG,Squash___Powdery_mildew,batch_0001
image (321).JPG,Apple___Black_rot,batch_0001
image (250).JPG,Raspberry___healthy,batch_0001
image (938).JPG,Strawberry___Leaf_scorch,batch_0001
image (1170).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (488).JPG,Soybean___healthy,batch_0001
image (3084).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (160).JPG,Grape___Esca_(Black_Measles),batch_0001
image (1005).JPG,Grape___Black_rot,batch_0001
image (997).JPG,Strawberry___Leaf_scorch,batch_0001
image (665).jpg,Corn___healthy,batch_0001
image (1402).JPG,"Pepper,_bell___healthy",batch_0001
image (371).JPG,Corn___Common_rust,batch_0001
image (182).JPG,Tomato___Target_Spot,batch_0001
image (672).JPG,Tomato___Target_Spot,batch_0001
image (2518).JPG,Soybean___healthy,batch_0001
image (486).JPG,Squash___Powdery_mildew,batch_0001
image (447).jpg,Corn___Northern_Leaf_Blight,batch_0001
image (2230).JPG,Peach___Bacterial_spot,batch_0001
image (368).JPG,Tomato___Tomato_mosaic_virus,batch_0001
image (777).JPG,Cherry___healthy,batch_0001
image (78).JPG,Tomato___Late_blight,batch_0001
image (823).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (4723).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (48).JPG,Apple___Apple_scab,batch_0001
image (1888).JPG,Tomato___Bacterial_spot,batch_0001
image (289).jpg,Corn___Northern_Leaf_Blight,batch_0001
image (45).JPG,Cherry___Powdery_mildew,batch_0001
image (605).JPG,Tomato___Target_Spot,batch_0001
image (586).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (5001).JPG,Soybean___healthy,batch_0001
image (664).JPG,Tomato___Early_blight,batch_0001
image (1710).JPG,Tomato___Bacterial_spot,batch_0001
image (957).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (3157).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (3).JPG,"Pepper,_bell___healthy",batch_0001
image (4832).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1379).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (3414).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (301).JPG,Apple___Apple_scab,batch_0001
image (83).jpg,Squash___Powdery_mildew,batch_0001
image (2264).JPG,Soybean___healthy,batch_0001
image (925).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (52).JPG,Strawberry___Leaf_scorch,batch_0001
image (2935).JPG,Soybean___healthy,batch_0001
image (1165).JPG,Squash___Powdery_mildew,batch_0001
image (1498).JPG,Apple___healthy,batch_0001
image (357).JPG,Tomato___Bacterial_spot,batch_0001
image (1246).JPG,Apple___healthy,batch_0001
image (53).JPG,Tomato___Bacterial_spot,batch_0001
image (4947).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (906).JPG,Tomato___Leaf_Mold,batch_0001
image (51).JPG,Apple___Black_rot,batch_0001
image (374).JPG,"Pepper,_bell___healthy",batch_0001
image (1256).JPG,Blueberry___healthy,batch_0001
image (1453).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (432).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1806).JPG,Tomato___Late_blight,batch_0001
image (499).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (651).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (210).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1001).JPG,Strawberry___Leaf_scorch,batch_0001
image (993).JPG,Tomato___Bacterial_spot,batch_0001
image (1019).JPG,Peach___Bacterial_spot,batch_0001
image (1837).JPG,Peach___Bacterial_spot,batch_0001
image (301).JPG,Tomato___healthy,batch_0001
image (1208).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1441).JPG,Soybean___healthy,batch_0001
image (780).JPG,Soybean___healthy,batch_0001
image (379).JPG,Tomato___Target_Spot,batch_0001
image (1161).JPG,Blueberry___healthy,batch_0001
image (1098).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (1195).JPG,Tomato___healthy,batch_0001
image (1296).JPG,Blueberry___healthy,batch_0001
image (423).JPG,Grape___healthy,batch_0001
image (1835).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1229).JPG,Grape___Esca_(Black_Measles),batch_0001
image (492).JPG,Potato___Early_blight,batch_0001
image (490).JPG,Strawberry___Leaf_scorch,batch_0001
image (431).JPG,Soybean___healthy,batch_0001
image (1016).JPG,Tomato___Bacterial_spot,batch_0001
image (606).JPG,Tomato___Bacterial_spot,batch_0001
image (1558).JPG,Soybean___healthy,batch_0001
image (168).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (197).JPG,Apple___Cedar_apple_rust,batch_0001
image (802).JPG,Tomato___healthy,batch_0001
image (184).JPG,Peach___Bacterial_spot,batch_0001
image (2054).JPG,Peach___Bacterial_spot,batch_0001
image (747).JPG,Tomato___Bacterial_spot,batch_0001
image (3399).JPG,Soybean___healthy,batch_0001
image (617).JPG,Strawberry___Leaf_scorch,batch_0001
image (134).jpg,Background_without_leaves,batch_0001
image (600).JPG,Soybean___healthy,batch_0001
image (2699).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (2315).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (484).JPG,Grape___Esca_(Black_Measles),batch_0001
image (781).JPG,Apple___healthy,batch_0001
image (512).JPG,Potato___Late_blight,batch_0001
image (1569).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (1623).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1941).JPG,Tomato___Bacterial_spot,batch_0001
image (413).JPG,Potato___Late_blight,batch_0001
image (776).JPG,Potato___Late_blight,batch_0001
image (656).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (16).JPG,Grape___Esca_(Black_Measles),batch_0001
image (365).JPG,"Pepper,_bell___healthy",batch_0001
image (4400).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4616).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (179).JPG,Tomato___Early_blight,batch_0001
image (1392).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (579).JPG,Apple___Black_rot,batch_0001
image (611).JPG,Corn___Common_rust,batch_0001
image (4).JPG,Strawberry___healthy,batch_0001
image (934).JPG,Cherry___Powdery_mildew,batch_0001
image (434).jpg,Background_without_leaves,batch_0001
image (945).JPG,Potato___Late_blight,batch_0001
image (751).JPG,Strawberry___Leaf_scorch,batch_0001
image (4067).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (676).JPG,Cherry___Powdery_mildew,batch_0001
image (1976).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4359).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (685).jpg,Corn___healthy,batch_0001
image (870).JPG,Peach___Bacterial_spot,batch_0001
image (1188).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1446).JPG,Blueberry___healthy,batch_0001
image (433).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (12).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
